Symbol,Company Name,Stock Price,Price Target,PT Diff in %,Score,Valuation,Valuation1,PT Diff in % Absolute,Score1,BG_Value,Score2,PE Ratio,PE_Market_avg,Score3,Industry,PE_Industry_group_avg,Score4,Valuation_total_score,Symbol,Company Name,EPS Growth 5Y,EPS_Industry_group_avg,PScore1,EPS_Market_avg,PScore2,Industry,Rev. Growth 5Y,Rev_Industry_group_avg,PScore3,Rev_Market_avg,PScore4,ROE,PScore5,Performance_total_score,Symbol,Company Name,Op. Income,FScore1,Current Ratio,FScore2,Industry,Debt / Equity,DE_Industry_group_avg,FScore3,DE_Market_avg,FScore4,EPS Growth 3Y,EPS Growth 5Y,FScore5,Financial_total_score,Total_Score,Max_Score,Stock_Score_Ratio (%)
HGV,Hilton Grand Vacations,45.64,63.8,39.79,1,Underpriced,Significantly,39.79,1,37.00394501170399,0,14.35,62.24668954248366,0,Resorts & Casinos,17.665833333333335,0,2,HGV,Hilton Grand Vacations,0.64,8.589,0,13.162481789802287,0,Resorts & Casinos,18.9,8.034117647058823,1,13.650812124678296,1,17.6,0,2,HGV,Hilton Grand Vacations,642000000.0,1,,0,Resorts & Casinos,1.93,5.668888888888889,1,2.0191649269311065,1,18.11%,0.64%,0,3,7,15,46.67
HHC,The Howard Hughes Corporation,76.1,91.67,20.46,1,Underpriced,Significantly,20.46,1,71.2823709856736,0,23.71,62.24668954248366,0,Real Estate - Diversified,17.560000000000002,0,2,HHC,The Howard Hughes Corporation,-3.32,27.57333333333333,0,13.162481789802287,0,Real Estate - Diversified,9.13,17.018333333333334,0,13.650812124678296,0,4.6,0,0,HHC,The Howard Hughes Corporation,329893000.0,1,,0,Real Estate - Diversified,1.37,2.556666666666666,1,2.0191649269311065,1,,-3.32%,0,3,5,15,33.33
HHGC,HHG Capital,10.51,,,0,,,,0,,0,12.22,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HHGC,HHG Capital,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-70.4,0,0,HHGC,HHG Capital,-410805.0,0,1.2,1,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,1,1,15,6.67
HHLA,HH&L Acquisition Co.,10.47,,,0,,,,0,,0,55.11,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HHLA,HH&L Acquisition Co.,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-56.0,0,0,HHLA,HH&L Acquisition Co.,-5100156.0,0,0.04,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
HHRS,Hammerhead Energy,7.23,,,0,,,,0,,0,,62.24668954248366,0,Oil & Gas E&P,10.07987341772152,0,0,HHRS,Hammerhead Energy,,38.765641025641024,0,13.162481789802287,0,Oil & Gas E&P,,25.973432835820898,0,13.650812124678296,0,1.0,0,0,HHRS,Hammerhead Energy,61525942.0,1,0.69,0,Oil & Gas E&P,0.22,0.959342105263158,1,2.0191649269311065,1,,,0,3,3,15,20.0
HHS,Harte Hanks,6.1,,,0,,,,0,16.36021699025897,1,1.44,62.24668954248366,0,Advertising Agencies,42.89111111111111,0,1,HHS,Harte Hanks,,-2.677,0,13.162481789802287,0,Advertising Agencies,-11.21,6.737931034482759,0,13.650812124678296,0,1371.1,1,1,HHS,Harte Hanks,12266000.0,1,1.63,1,Advertising Agencies,1.05,1.2288571428571429,1,2.0191649269311065,1,,,0,4,6,15,40.0
HI,Hillenbrand,52.57,,,0,,,,0,67.9943734910571,1,6.01,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,1,HI,Hillenbrand,52.49,12.515,1,13.162481789802287,1,Specialty Industrial Machinery,10.78,4.818548387096774,1,13.650812124678296,0,49.0,1,4,HI,Hillenbrand,299600000.0,1,1.26,1,Specialty Industrial Machinery,0.85,1.4795714285714288,1,2.0191649269311065,1,,52.49%,0,4,9,15,60.0
HIBB,Hibbett,38.24,66.78,74.63,1,Underpriced,Significantly,74.63,1,81.58424508452983,1,4.05,62.24668954248366,0,Apparel Retail,21.7276,0,3,HIBB,Hibbett,38.71,11.90315789473684,1,13.162481789802287,1,Apparel Retail,12.46,4.026428571428571,1,13.650812124678296,0,34.7,1,4,HIBB,Hibbett,163613000.0,1,1.48,1,Apparel Retail,1.02,4.661875,1,2.0191649269311065,1,,38.71%,0,4,11,15,73.33
HIFS,Hingham Institution for Savings,215.84,,,0,,,,0,216.5899513852684,1,18.61,62.24668954248366,0,Banks - Regional,11.796324786324789,0,1,HIFS,Hingham Institution for Savings,-0.47,17.076541095890413,0,13.162481789802287,0,Banks - Regional,5.55,12.27737541528239,0,13.650812124678296,0,3.1,0,0,HIFS,Hingham Institution for Savings,87209000.0,1,81.55,1,Banks - Regional,3.31,0.965042492917847,0,2.0191649269311065,0,-13.54%,-0.47%,0,2,3,15,20.0
HIG,The Hartford Financial Services Group,71.88,85.46,18.89,1,Underpriced,Slightly,18.89,0,77.59964148782313,1,12.41,62.24668954248366,0,Insurance - Diversified,56.15923076923077,0,2,HIG,The Hartford Financial Services Group,,14.956666666666669,0,13.162481789802287,0,Insurance - Diversified,5.29,7.884166666666666,0,13.650812124678296,0,13.7,0,0,HIG,The Hartford Financial Services Group,2569000000.0,1,,0,Insurance - Diversified,0.3,1.1169230769230771,1,2.0191649269311065,1,7.35%,,0,3,5,15,33.33
HIHO,Highway Holdings,2.64,,,0,,,,0,2.3864435005715667,0,23.98,62.24668954248366,0,Metal Fabrication,23.05,0,0,HIHO,Highway Holdings,,17.383333333333333,0,13.162481789802287,0,Metal Fabrication,,12.695333333333332,0,13.650812124678296,0,,0,0,HIHO,Highway Holdings,,0,3.62,1,Metal Fabrication,0.05,0.6882352941176471,1,2.0191649269311065,1,,,0,3,3,15,20.0
HII,Huntington Ingalls Industries,221.18,244.2,10.41,1,Underpriced,Slightly,10.41,0,168.8112777000863,0,15.6,62.24668954248366,0,Aerospace & Defense,30.43444444444444,0,1,HII,Huntington Ingalls Industries,4.5,10.340967741935485,0,13.162481789802287,0,Aerospace & Defense,7.25,11.9064,0,13.650812124678296,0,17.4,0,0,HII,Huntington Ingalls Industries,568000000.0,1,0.96,0,Aerospace & Defense,0.88,0.8166666666666667,0,2.0191649269311065,1,-1.06%,4.50%,1,3,4,15,26.67
HILS,Hillstream BioPharma,0.35,,,0,,,,0,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,0,HILS,Hillstream BioPharma,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-132.0,0,0,HILS,Hillstream BioPharma,-8245176.0,0,3.1,1,Biotechnology,0.17,0.9478119349005424,1,2.0191649269311065,1,,,0,3,3,15,20.0
HIMS,Hims & Hers Health,8.65,13.0,50.29,1,Underpriced,Significantly,50.29,1,,0,,62.24668954248366,0,Household & Personal Products,52.93631578947368,0,2,HIMS,Hims & Hers Health,,-0.0441666666666666,0,13.162481789802287,0,Household & Personal Products,,2.0500000000000003,0,13.650812124678296,0,-19.0,0,0,HIMS,Hims & Hers Health,-63041000.0,0,4.01,1,Household & Personal Products,0.02,45.61260869565218,1,2.0191649269311065,1,,,0,3,5,15,33.33
HIMX,Himax Technologies,7.52,7.0,-6.91,0,Overpriced,Slightly,6.91,0,9.561243981192506,1,9.64,62.24668954248366,0,Semiconductors,328.74357142857144,0,1,HIMX,Himax Technologies,,25.8856,0,13.162481789802287,0,Semiconductors,8.31,8.33470588235294,0,13.650812124678296,0,15.6,0,0,HIMX,Himax Technologies,132816000.0,1,1.85,1,Semiconductors,0.46,0.497,1,2.0191649269311065,1,,,0,4,5,15,33.33
HIPO,Hippo Holdings,15.81,33.88,114.29,1,Underpriced,Significantly,114.29,1,,0,,62.24668954248366,0,Insurance - Specialty,20.699375,0,2,HIPO,Hippo Holdings,,7.626428571428571,0,13.162481789802287,0,Insurance - Specialty,,4.245294117647059,0,13.650812124678296,0,-53.4,0,0,HIPO,Hippo Holdings,-327900000.0,0,,0,Insurance - Specialty,,0.7176470588235294,0,2.0191649269311065,0,,,0,0,2,15,13.33
HITI,High Tide,1.27,4.45,250.39,1,Underpriced,Significantly,250.39,1,,0,,62.24668954248366,0,Pharmaceutical Retailers,704.46,0,2,HITI,High Tide,,-64.68,0,13.162481789802287,0,Pharmaceutical Retailers,,30.151111111111117,0,13.650812124678296,0,-36.8,0,0,HITI,High Tide,-61376000.0,0,1.1,1,Pharmaceutical Retailers,0.44,1.0571428571428572,1,2.0191649269311065,1,,,0,3,5,15,33.33
HIVE,HIVE Blockchain Technologies,3.22,5.67,76.09,1,Underpriced,Significantly,76.09,1,,0,,62.24668954248366,0,Capital Markets,21.3659375,0,2,HIVE,HIVE Blockchain Technologies,,31.522727272727277,0,13.162481789802287,0,Capital Markets,,27.81722222222222,0,13.650812124678296,0,-110.1,0,0,HIVE,HIVE Blockchain Technologies,172073061.0,1,2.86,1,Capital Markets,0.26,1.859811320754717,1,2.0191649269311065,1,,,0,4,6,15,40.0
HIW,Highwoods Properties,22.89,28.78,25.73,1,Underpriced,Significantly,25.73,1,27.435266912590787,1,15.06,62.24668954248366,0,REIT - Office,33.86,0,3,HIW,Highwoods Properties,-3.11,-1.1157142857142857,0,13.162481789802287,0,REIT - Office,3.19,1.7008333333333334,1,13.650812124678296,0,6.6,0,1,HIW,Highwoods Properties,264868000.0,1,,0,REIT - Office,1.34,1.1908,0,2.0191649269311065,1,-20.46%,-3.11%,1,3,7,15,46.67
HKD,AMTD Digital,6.54,,,0,,,,0,8.017899785373173,1,6.44,62.24668954248366,0,Software - Application,164.93469696969697,0,1,HKD,AMTD Digital,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,7.2,0,0,HKD,AMTD Digital,11460000.0,1,27.79,1,Software - Application,,4.053584905660378,0,2.0191649269311065,0,,,0,2,3,15,20.0
HKIT,Hitek Global,10.08,,,0,,,,0,1.6699369438541791,0,77.54,62.24668954248366,1,Software - Application,164.93469696969697,0,1,HKIT,Hitek Global,,11.917352941176471,0,13.162481789802287,0,Software - Application,,20.571181818181817,0,13.650812124678296,0,10.6,0,0,HKIT,Hitek Global,1627210.0,1,2.88,1,Software - Application,0.2,4.053584905660378,1,2.0191649269311065,1,,,0,4,5,15,33.33
HL,Hecla Mining Company,5.29,6.25,18.15,1,Underpriced,Slightly,18.15,0,,0,,62.24668954248366,0,Gold,61.23947368421052,0,1,HL,Hecla Mining Company,,11.377142857142855,0,13.162481789802287,0,Gold,4.95,6.142173913043479,0,13.650812124678296,0,-2.3,0,0,HL,Hecla Mining Company,-21643000.0,0,1.48,1,Gold,0.26,0.4391428571428571,1,2.0191649269311065,1,,,0,3,4,15,26.67
HLF,Herbalife Nutrition,12.45,21.5,72.69,1,Underpriced,Significantly,72.69,1,,0,4.88,62.24668954248366,0,Packaged Foods,24.583589743589744,0,2,HLF,Herbalife Nutrition,13.73,4.118461538461538,1,13.162481789802287,1,Packaged Foods,2.61,23.44333333333333,0,13.650812124678296,0,-19.2,0,2,HLF,Herbalife Nutrition,462600000.0,1,1.08,1,Packaged Foods,,1.4919354838709675,0,2.0191649269311065,0,11.29%,13.73%,1,3,7,15,46.67
HLGN,Heliogen,0.24,0.25,4.17,1,Underpriced,Slightly,4.17,0,,0,,62.24668954248366,0,Utilities - Renewable,28.711428571428574,0,1,HLGN,Heliogen,,-16.22,0,13.162481789802287,0,Utilities - Renewable,,12.406666666666666,0,13.650812124678296,0,-67.9,0,0,HLGN,Heliogen,-107368000.0,0,2.86,1,Utilities - Renewable,0.13,2.029130434782609,1,2.0191649269311065,1,,,0,3,4,15,26.67
HLI,Houlihan Lokey,94.48,88.5,-6.33,0,Overpriced,Slightly,6.33,0,44.78057829744382,0,25.13,62.24668954248366,0,Capital Markets,21.3659375,0,0,HLI,Houlihan Lokey,7.66,31.522727272727277,0,13.162481789802287,0,Capital Markets,13.44,27.81722222222222,0,13.650812124678296,0,16.9,0,0,HLI,Houlihan Lokey,341738000.0,1,,0,Capital Markets,0.23,1.859811320754717,1,2.0191649269311065,1,10.33%,7.66%,1,4,4,15,26.67
HLIO,Helios Technologies,62.93,76.8,22.04,1,Underpriced,Significantly,22.04,1,37.32671711644039,0,25.17,62.24668954248366,0,Specialty Industrial Machinery,42.107894736842105,0,2,HLIO,Helios Technologies,16.01,12.515,1,13.162481789802287,1,Specialty Industrial Machinery,19.05,4.818548387096774,1,13.650812124678296,1,10.6,0,4,HLIO,Helios Technologies,119213000.0,1,2.67,1,Specialty Industrial Machinery,0.65,1.4795714285714288,1,2.0191649269311065,1,44.42%,16.01%,0,4,10,15,66.67
HLIT,Harmonic,17.99,20.83,15.79,1,Underpriced,Slightly,15.79,0,4.58615297998801,0,58.03,62.24668954248366,0,Communication Equipment,26.672758620689656,0,1,HLIT,Harmonic,,26.11470588235294,0,13.162481789802287,0,Communication Equipment,11.69,9.952,1,13.650812124678296,0,11.1,0,1,HLIT,Harmonic,54163000.0,1,1.11,1,Communication Equipment,0.48,1.6960655737704915,1,2.0191649269311065,1,,,0,4,6,15,40.0
HLLY,Holley,3.56,6.98,96.07,1,Underpriced,Significantly,96.07,1,6.196011914503184,1,7.42,62.24668954248366,0,Auto Parts,53.232,0,3,HLLY,Holley,,1.3090476190476197,0,13.162481789802287,0,Auto Parts,,4.2305882352941175,0,13.650812124678296,0,14.9,0,0,HLLY,Holley,40671000.0,1,3.39,1,Auto Parts,1.53,1.3533333333333335,0,2.0191649269311065,1,,,0,3,6,15,40.0
HLMN,Hillman Solutions,9.02,11.13,23.39,1,Underpriced,Significantly,23.39,1,,0,,62.24668954248366,0,Tools & Accessories,19.46333333333333,0,2,HLMN,Hillman Solutions,,5.9125,0,13.162481789802287,0,Tools & Accessories,,5.239090909090908,0,13.650812124678296,0,-2.0,0,0,HLMN,Hillman Solutions,34203000.0,1,2.87,1,Tools & Accessories,0.87,0.5858333333333333,0,2.0191649269311065,1,,,0,3,5,15,33.33
HLN,Haleon,8.42,10.0,18.76,1,Underpriced,Slightly,18.76,0,3.663777005846691,0,60.77,62.24668954248366,0,Drug Manufacturers - Specialty & Generic,42.62173913043478,0,1,HLN,Haleon,,12.529999999999998,0,13.162481789802287,0,Drug Manufacturers - Specialty & Generic,,36.78283333333333,0,13.650812124678296,0,5.0,0,0,HLN,Haleon,2198795181.0,1,0.93,0,Drug Manufacturers - Specialty & Generic,0.64,1.5526190476190476,1,2.0191649269311065,1,,,0,3,4,15,26.67
HLNE,Hamilton Lane,77.87,78.86,1.27,1,Underpriced,Slightly,1.27,0,22.75343491791406,0,25.87,62.24668954248366,0,Asset Management,42.88767123287671,0,1,HLNE,Hamilton Lane,26.48,-0.9029824561403508,1,13.162481789802287,1,Asset Management,16.72,7.635121951219513,1,13.650812124678296,1,27.8,1,5,HLNE,Hamilton Lane,240040000.0,1,,0,Asset Management,0.7,1.8213684210526315,1,2.0191649269311065,1,11.87%,26.48%,1,4,10,15,66.67
HLP,Hongli Group,2.7,,,0,,,,0,2.9651706835357725,1,9.31,62.24668954248366,0,Steel,10.715789473684213,0,1,HLP,Hongli Group,,36.64071428571429,0,13.162481789802287,0,Steel,,27.09941176470588,0,13.650812124678296,0,23.5,1,1,HLP,Hongli Group,2921322.0,1,1.13,1,Steel,1.23,0.46,0,2.0191649269311065,1,,,0,3,5,15,33.33
HLT,Hilton Worldwide Holdings,140.81,153.77,9.2,1,Underpriced,Slightly,9.2,0,,0,30.88,62.24668954248366,0,Lodging,41.47857142857144,0,1,HLT,Hilton Worldwide Holdings,4.27,9.568,0,13.162481789802287,0,Lodging,2.38,4.538571428571429,0,13.650812124678296,0,-118.3,0,0,HLT,Hilton Worldwide Holdings,2223000000.0,1,0.76,0,Lodging,,17.747142857142855,0,2.0191649269311065,0,21.06%,4.27%,1,2,3,15,20.0
HLTH,Cue Health,0.46,4.69,919.57,1,Underpriced,Significantly,919.57,1,,0,,62.24668954248366,0,Health Information Services,95.418,0,2,HLTH,Cue Health,,6.83,0,13.162481789802287,0,Health Information Services,,39.20904761904762,0,13.650812124678296,0,-50.6,0,0,HLTH,Cue Health,-304350000.0,0,4.25,1,Health Information Services,0.11,0.5213207547169811,1,2.0191649269311065,1,,,0,3,5,15,33.33
HLVX,HilleVax,16.74,22.0,31.42,1,Underpriced,Significantly,31.42,1,,0,,62.24668954248366,0,Biotechnology,22.024186046511627,0,2,HLVX,HilleVax,,12.32846153846154,0,13.162481789802287,0,Biotechnology,,20.71185567010309,0,13.650812124678296,0,-43.2,0,0,HLVX,HilleVax,-82758000.0,0,14.0,1,Biotechnology,0.16,0.9478119349005424,1,2.0191649269311065,1,,,0,3,5,15,33.33
HLX,Helix Energy Solutions Group,6.75,9.0,33.33,1,Underpriced,Significantly,33.33,1,,0,,62.24668954248366,0,Oil & Gas Equipment & Services,26.98588235294117,0,2,HLX,Helix Energy Solutions Group,,6.779166666666669,0,13.162481789802287,0,Oil & Gas Equipment & Services,8.7,6.791304347826086,1,13.650812124678296,0,-3.4,0,1,HLX,Helix Energy Solutions Group,-135000.0,0,1.56,1,Oil & Gas Equipment & Services,0.3,1.178125,1,2.0191649269311065,1,,,0,3,6,15,40.0
HMA,Heartland Media Acquisition,10.52,,,0,,,,0,,0,61.88,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HMA,Heartland Media Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-49.3,0,0,HMA,Heartland Media Acquisition,-2346112.0,0,0.28,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
HMAC,Hainan Manaslu Acquisition,10.6,,,0,,,,0,2.169478716694748,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HMAC,Hainan Manaslu Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,-73.6,0,0,HMAC,Hainan Manaslu Acquisition,-378756.0,0,0.74,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
HMC,Honda Motor Co.,31.32,31.51,0.61,1,Underpriced,Slightly,0.61,0,59.66549473663724,1,10.69,62.24668954248366,0,Auto Manufacturers,26.01142857142857,0,2,HMC,Honda Motor Co.,-7.05,4.822000000000001,0,13.162481789802287,0,Auto Manufacturers,1.94,13.882727272727273,0,13.650812124678296,0,6.2,0,0,HMC,Honda Motor Co.,6339864048.0,1,1.45,1,Auto Manufacturers,0.74,0.9203125,1,2.0191649269311065,1,16.36%,-7.05%,0,4,6,15,40.0
HMN,Horace Mann Educators,30.45,38.0,24.79,1,Underpriced,Significantly,24.79,1,,0,,62.24668954248366,0,Insurance - Property & Casualty,101.15631578947368,0,2,HMN,Horace Mann Educators,,6.8613333333333335,0,13.162481789802287,0,Insurance - Property & Casualty,3.33,7.106285714285714,0,13.650812124678296,0,-0.9,0,0,HMN,Horace Mann Educators,700000.0,1,,0,Insurance - Property & Casualty,0.44,0.6131578947368421,1,2.0191649269311065,1,,,0,3,5,15,33.33
HMNF,HMN Financial,19.0,,,0,,,,0,30.6547754149426,1,10.16,62.24668954248366,0,Banks - Regional,11.796324786324789,0,1,HMNF,HMN Financial,14.75,17.076541095890413,0,13.162481789802287,1,Banks - Regional,3.52,12.27737541528239,0,13.650812124678296,0,8.6,0,1,HMNF,HMN Financial,11468000.0,1,,0,Banks - Regional,0.02,0.965042492917847,1,2.0191649269311065,1,4.47%,14.75%,0,3,5,15,33.33
HMPT,Home Point Capital,2.31,1.94,-16.02,0,Overpriced,Slightly,16.02,0,,0,,62.24668954248366,0,Mortgage Finance,16.565454545454546,0,0,HMPT,Home Point Capital,,3.6716666666666655,0,13.162481789802287,0,Mortgage Finance,,31.66,0,13.650812124678296,0,-50.5,0,0,HMPT,Home Point Capital,-377947000.0,0,,0,Mortgage Finance,2.77,9.877857142857142,1,2.0191649269311065,0,,,0,1,1,15,6.67
HMST,HomeStreet,6.56,23.25,254.42,1,Underpriced,Significantly,254.42,1,43.53152843530878,1,2.39,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HMST,HomeStreet,2.59,17.076541095890413,0,13.162481789802287,0,Banks - Regional,12.76,12.27737541528239,1,13.650812124678296,0,9.1,0,1,HMST,HomeStreet,66511000.0,1,,0,Banks - Regional,3.66,0.965042492917847,0,2.0191649269311065,0,37.41%,2.59%,0,1,5,15,33.33
HMY,Harmony Gold Mining Company,4.51,,,0,,,,0,,0,,62.24668954248366,0,Gold,61.23947368421052,0,0,HMY,Harmony Gold Mining Company,-18.96,11.377142857142855,0,13.162481789802287,0,Gold,-76.89,6.142173913043479,0,13.650812124678296,0,,0,0,HMY,Harmony Gold Mining Company,360582820.0,1,,0,Gold,,0.4391428571428571,0,2.0191649269311065,0,,-18.96%,0,1,1,15,6.67
HNI,HNI Corporation,26.8,34.0,26.87,1,Underpriced,Significantly,26.87,1,28.156149035679164,1,10.04,62.24668954248366,0,Business Equipment & Supplies,16.6125,0,3,HNI,HNI Corporation,6.27,4.64,1,13.162481789802287,0,Business Equipment & Supplies,0.59,1.82,0,13.650812124678296,0,18.6,0,1,HNI,HNI Corporation,90600000.0,1,1.27,1,Business Equipment & Supplies,0.51,0.918,1,2.0191649269311065,1,10.67%,6.27%,1,5,9,15,60.0
HNNA,Hennessy Advisors,7.12,,,0,,,,0,13.065301914740656,1,10.79,62.24668954248366,0,Asset Management,42.88767123287671,0,1,HNNA,Hennessy Advisors,-23.75,-0.9029824561403508,0,13.162481789802287,0,Asset Management,-14.05,7.635121951219513,0,13.650812124678296,0,5.8,0,0,HNNA,Hennessy Advisors,7576000.0,1,23.13,1,Asset Management,0.45,1.8213684210526315,1,2.0191649269311065,1,-19.81%,-23.75%,1,5,6,15,40.0
HNRA,HNR Acquisition,10.58,,,0,,,,0,1.173752133844157,0,,62.24668954248366,0,Shell Companies,132.68085501858738,0,0,HNRA,HNR Acquisition,,,0,13.162481789802287,0,Shell Companies,,,0,13.650812124678296,0,,0,0,HNRA,HNR Acquisition,-2195324.0,0,0.06,0,Shell Companies,,0.671,0,2.0191649269311065,0,,,0,0,0,15,0.0
HNRG,Hallador Energy Company,8.26,9.0,8.96,1,Underpriced,Slightly,8.96,0,15.43867583280903,1,5.58,62.24668954248366,0,Thermal Coal,3.3057142857142856,0,2,HNRG,Hallador Energy Company,10.22,23.67571428571429,0,13.162481789802287,0,Thermal Coal,12.32,10.125714285714285,1,13.650812124678296,0,24.7,1,2,HNRG,Hallador Energy Company,68340000.0,1,0.62,0,Thermal Coal,0.39,0.22,0,2.0191649269311065,1,,10.22%,0,2,6,15,40.0
HNST,The Honest Company,1.69,3.0,77.51,1,Underpriced,Significantly,77.51,1,,0,,62.24668954248366,0,Specialty Retail,17.69741935483871,0,2,HNST,The Honest Company,,16.853181818181817,0,13.162481789802287,0,Specialty Retail,,9.043939393939391,0,13.650812124678296,0,-35.8,0,0,HNST,The Honest Company,-53892000.0,0,3.05,1,Specialty Retail,0.21,1.9822222222222223,1,2.0191649269311065,1,,,0,3,5,15,33.33
HNVR,Hanover Bancorp,17.44,25.75,47.65,1,Underpriced,Significantly,47.65,1,39.15126399983495,1,6.44,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HNVR,Hanover Bancorp,,17.076541095890413,0,13.162481789802287,0,Banks - Regional,,12.27737541528239,0,13.650812124678296,0,11.3,0,0,HNVR,Hanover Bancorp,25541000.0,1,,0,Banks - Regional,0.96,0.965042492917847,1,2.0191649269311065,1,,,0,3,6,15,40.0
HOFT,Hooker Furnishings,17.92,,,0,,,,0,,0,,62.24668954248366,0,"Furnishings, Fixtures & Appliances",15.73470588235294,0,0,HOFT,Hooker Furnishings,,6.426153846153846,0,13.162481789802287,0,"Furnishings, Fixtures & Appliances",-2.49,6.238518518518519,0,13.650812124678296,0,-2.4,0,0,HOFT,Hooker Furnishings,-7995000.0,0,4.26,1,"Furnishings, Fixtures & Appliances",0.4,4.218,1,2.0191649269311065,1,,,0,3,3,15,20.0
HOFV,Hall of Fame Resort & Entertainment Company,8.4,,,0,,,,0,,0,,62.24668954248366,0,Entertainment,49.265,0,0,HOFV,Hall of Fame Resort & Entertainment Company,,-4.768000000000001,0,13.162481789802287,0,Entertainment,,18.83805555555556,0,13.650812124678296,0,-30.3,0,0,HOFV,Hall of Fame Resort & Entertainment Company,-42600669.0,0,,0,Entertainment,1.48,4.247804878048781,1,2.0191649269311065,1,,,0,2,2,15,13.33
HOG,Harley-Davidson,34.35,43.88,27.74,1,Underpriced,Significantly,27.74,1,51.88044047943857,1,6.18,62.24668954248366,0,Recreational Vehicles,9.55909090909091,0,3,HOG,Harley-Davidson,13.28,21.932,0,13.162481789802287,1,Recreational Vehicles,1.24,25.431818181818183,0,13.650812124678296,0,28.7,1,2,HOG,Harley-Davidson,989655000.0,1,1.72,1,Recreational Vehicles,2.33,1.0575,0,2.0191649269311065,0,33.63%,13.28%,0,2,7,15,46.67
HOLI,Hollysys Automation Technologies,17.04,,,0,,,,0,27.341607311932723,1,9.91,62.24668954248366,0,Electrical Equipment & Parts,20.11842105263158,0,1,HOLI,Hollysys Automation Technologies,0.24,13.155,0,13.162481789802287,0,Electrical Equipment & Parts,7.54,11.652142857142858,0,13.650812124678296,0,8.9,0,0,HOLI,Hollysys Automation Technologies,94532000.0,1,3.28,1,Electrical Equipment & Parts,0.03,1.16675,1,2.0191649269311065,1,,0.24%,0,4,5,15,33.33
HOLO,MicroCloud Hologram,2.6,,,0,,,,0,,0,,62.24668954248366,0,Electronic Components,24.471666666666668,0,0,HOLO,MicroCloud Hologram,,18.7575,0,13.162481789802287,0,Electronic Components,,8.227837837837837,0,13.650812124678296,0,,0,0,HOLO,MicroCloud Hologram,,0,2.7,1,Electronic Components,0.02,0.4120454545454545,1,2.0191649269311065,1,,,0,3,3,15,20.0
HOLX,Hologic,81.2,87.83,8.17,1,Underpriced,Slightly,8.17,0,38.0948764418481,0,27.07,62.24668954248366,0,Medical Instruments & Supplies,45.7644,0,1,HOLX,Hologic,,20.561111111111117,0,13.162481789802287,0,Medical Instruments & Supplies,4.93,12.336511627906978,0,13.650812124678296,0,14.9,0,0,HOLX,Hologic,891500000.0,1,4.41,1,Medical Instruments & Supplies,0.54,1.231346153846154,1,2.0191649269311065,1,21.32%,,0,4,5,15,33.33
HOMB,"Home Bancshares, Inc. (Conway, AR)",23.4,26.0,11.11,1,Underpriced,Slightly,11.11,0,26.16911607344352,1,13.76,62.24668954248366,0,Banks - Regional,11.796324786324789,0,2,HOMB,"Home Bancshares, Inc. (Conway, AR)",11.65,17.076541095890413,0,13.162481789802287,0,Banks - Regional,11.92,12.27737541528239,0,13.650812124678296,0,9.7,0,0,HOMB,"Home Bancshares, Inc. (Conway, AR)",442569000.0,1,,0,Banks - Regional,0.34,0.965042492917847,1,2.0191649269311065,1,9.08%,11.65%,0,3,5,15,33.33
HON,Honeywell International,202.97,211.8,4.35,1,Underpriced,Slightly,4.35,0,66.35783276059318,0,26.36,62.24668954248366,0,Conglomerates,14.119285714285716,0,1,HON,Honeywell International,28.83,24.89333333333333,1,13.162481789802287,1,Conglomerates,-2.8,30.2785,0,13.650812124678296,0,30.4,1,3,HON,Honeywell International,7108000000.0,1,1.26,1,Conglomerates,1.13,1.8104761904761904,1,2.0191649269311065,1,-3.99%,28.83%,1,5,9,15,60.0
HONE,HarborOne Bancorp,9.27,14.0,51.02,1,Underpriced,Significantly,51.02,1,15.965538441072644,1,10.53,62.24668954248366,0,Banks - Regional,11.796324786324789,0,3,HONE,HarborOne Bancorp,37.51,17.076541095890413,1,13.162481789802287,1,Banks - Regional,8.12,12.27737541528239,0,13.650812124678296,0,6.6,0,2,HONE,HarborOne Bancorp,54284000.0,1,,0,Banks - Regional,1.04,0.965042492917847,0,2.0191649269311065,1,32.30%,37.51%,1,3,8,15,53.33
